Slug,Provider,Flavor,Category,CPU,RAM,Root volume,Extra volume number,Extra volume size,GPU,GPU model
4-16384-intel_skylake,IONOS,4cores 16GB Intel Skylake,Flexible,8,16.0GB,0,0,0,0,
4-32-intel skylake,IONOS,4cores 32GB Intel Skylake,Flexible,8,32.0GB,0,0,0,0,
4-64-intel skylake,IONOS,4cores 64GB Intel Skylake,Flexible,8,64.0GB,0,0,0,0,
4-96-intel skylake,IONOS,4cores 96GB Intel Skylake,Flexible,8,96.0GB,0,0,0,0,
4-128-intel skylake,IONOS,4cores 128GB Intel Skylake,Flexible,8,128.0GB,0,0,0,0,
ce1f778a-dd5e-4c3e-83fd-d94d62eedef2,Ikoula,cpu.4,Compute optimized,4,6.0GB,0,0,0,0,
9736a946-f983-4d87-a133-2206e590f487,Ikoula,cpu.8,Compute optimized,8,8.0GB,0,0,0,0,
a0cc361c-1b71-460f-930e-ca9beca83ce1,Ikoula,m1.small,General Purpose,1,1.7GB,0,0,0,0,
aa53a6f6-9812-405f-92ca-1a515a85a86b,Ikoula,m1.medium,General Purpose,2,3.7GB,0,0,0,0,
0a0189de-2dbd-49ce-a9f1-4b0d298ba947,Ikoula,m1.large,General Purpose,4,7.4GB,0,0,0,0,
e67f355c-d4a2-45c3-842b-4698e9eb7dab,Ikoula,m1.extralarge,General Purpose,8,14.9GB,0,0,0,0,
dacd86ba-501d-4469-b11a-21039a960e8e,Ikoula,ram.16,Memory optimized,2,16.0GB,0,0,0,0,
fd5c5986-c6cd-4d54-8efd-b1c4db22f7b3,Ikoula,ram.32,Memory optimized,4,32.0GB,0,0,0,0,
31f85b33-b08a-4297-befa-7f7cc278540b,Ikoula,ram.64,Memory optimized,4,64.0GB,0,0,0,0,
a85c8c31-cc3c-4f7c-b12c-675dcf8a4eb3,Ikoula,ram.128,Memory optimized,8,128.0GB,0,0,0,0,
1937a892-3d9b-4eef-983a-27c5636be344,Ikoula,t1.pico,Tiny,1,512.0MB,0,0,0,0,
efe74f9c-f59f-4e25-965b-e4644935da49,Ikoula,t1.micro,Tiny,1,1.0GB,0,0,0,0,
8c635277-d1f6-4934-b854-e1fcc4aa3647,Ikoula,t2.2xlarge,Tiny,8,32.0GB,0,0,0,0,
1A-256,Kamatera,1ACPU 0.25GB,General Purpose,1,256.0MB,0,0,0,0,
1A-512,Kamatera,1ACPU 0.5GB,General Purpose,1,512.0MB,0,0,0,0,
1A-1024,Kamatera,1ACPU 1.0GB,General Purpose,1,1.0GB,0,0,0,0,
1A-2048,Kamatera,1ACPU 2.0GB,General Purpose,1,2.0GB,0,0,0,0,
1A-3072,Kamatera,1ACPU 3.0GB,General Purpose,1,3.0GB,0,0,0,0,
1A-4096,Kamatera,1ACPU 4.0GB,General Purpose,1,4.0GB,0,0,0,0,
1A-6144,Kamatera,1ACPU 6.0GB,General Purpose,1,6.0GB,0,0,0,0,
1A-8192,Kamatera,1ACPU 8.0GB,General Purpose,1,8.0GB,0,0,0,0,
2A-256,Kamatera,2ACPU 0.25GB,General Purpose,2,256.0MB,0,0,0,0,
2A-512,Kamatera,2ACPU 0.5GB,General Purpose,2,512.0MB,0,0,0,0,
2A-1024,Kamatera,2ACPU 1.0GB,General Purpose,2,1.0GB,0,0,0,0,
2A-2048,Kamatera,2ACPU 2.0GB,General Purpose,2,2.0GB,0,0,0,0,
2A-3072,Kamatera,2ACPU 3.0GB,General Purpose,2,3.0GB,0,0,0,0,
2A-4096,Kamatera,2ACPU 4.0GB,General Purpose,2,4.0GB,0,0,0,0,
2A-6144,Kamatera,2ACPU 6.0GB,General Purpose,2,6.0GB,0,0,0,0,
2A-8192,Kamatera,2ACPU 8.0GB,General Purpose,2,8.0GB,0,0,0,0,
2A-10240,Kamatera,2ACPU 10.0GB,General Purpose,2,10.0GB,0,0,0,0,
2A-12288,Kamatera,2ACPU 12.0GB,General Purpose,2,12.0GB,0,0,0,0,
2A-16384,Kamatera,2ACPU 16.0GB,General Purpose,2,16.0GB,0,0,0,0,
4A-4096,Kamatera,4ACPU 4.0GB,General Purpose,4,4.0GB,0,0,0,0,
4A-6144,Kamatera,4ACPU 6.0GB,General Purpose,4,6.0GB,0,0,0,0,
4A-8192,Kamatera,4ACPU 8.0GB,General Purpose,4,8.0GB,0,0,0,0,
4A-10240,Kamatera,4ACPU 10.0GB,General Purpose,4,10.0GB,0,0,0,0,
4A-12288,Kamatera,4ACPU 12.0GB,General Purpose,4,12.0GB,0,0,0,0,
4A-16384,Kamatera,4ACPU 16.0GB,General Purpose,4,16.0GB,0,0,0,0,
4A-24576,Kamatera,4ACPU 24.0GB,General Purpose,4,24.0GB,0,0,0,0,
4A-32768,Kamatera,4ACPU 32.0GB,General Purpose,4,32.0GB,0,0,0,0,
6A-6144,Kamatera,6ACPU 6.0GB,General Purpose,6,6.0GB,0,0,0,0,
6A-8192,Kamatera,6ACPU 8.0GB,General Purpose,6,8.0GB,0,0,0,0,
6A-10240,Kamatera,6ACPU 10.0GB,General Purpose,6,10.0GB,0,0,0,0,
6A-12288,Kamatera,6ACPU 12.0GB,General Purpose,6,12.0GB,0,0,0,0,
6A-16384,Kamatera,6ACPU 16.0GB,General Purpose,6,16.0GB,0,0,0,0,
6A-24576,Kamatera,6ACPU 24.0GB,General Purpose,6,24.0GB,0,0,0,0,
6A-32768,Kamatera,6ACPU 32.0GB,General Purpose,6,32.0GB,0,0,0,0,
6A-49152,Kamatera,6ACPU 48.0GB,General Purpose,6,48.0GB,0,0,0,0,
8A-8192,Kamatera,8ACPU 8.0GB,General Purpose,8,8.0GB,0,0,0,0,
8A-10240,Kamatera,8ACPU 10.0GB,General Purpose,8,10.0GB,0,0,0,0,
8A-12288,Kamatera,8ACPU 12.0GB,General Purpose,8,12.0GB,0,0,0,0,
8A-16384,Kamatera,8ACPU 16.0GB,General Purpose,8,16.0GB,0,0,0,0,
8A-24576,Kamatera,8ACPU 24.0GB,General Purpose,8,24.0GB,0,0,0,0,
8A-32768,Kamatera,8ACPU 32.0GB,General Purpose,8,32.0GB,0,0,0,0,
8A-49152,Kamatera,8ACPU 48.0GB,General Purpose,8,48.0GB,0,0,0,0,
8A-65536,Kamatera,8ACPU 64.0GB,General Purpose,8,64.0GB,0,0,0,0,
1B-256,Kamatera,1BCPU 0.25GB,General Purpose,1,256.0MB,0,0,0,0,
1B-512,Kamatera,1BCPU 0.5GB,General Purpose,1,512.0MB,0,0,0,0,
1B-1024,Kamatera,1BCPU 1.0GB,General Purpose,1,1.0GB,0,0,0,0,
1B-2048,Kamatera,1BCPU 2.0GB,General Purpose,1,2.0GB,0,0,0,0,
1B-3072,Kamatera,1BCPU 3.0GB,General Purpose,1,3.0GB,0,0,0,0,
1B-4096,Kamatera,1BCPU 4.0GB,General Purpose,1,4.0GB,0,0,0,0,
1B-6144,Kamatera,1BCPU 6.0GB,General Purpose,1,6.0GB,0,0,0,0,
1B-8192,Kamatera,1BCPU 8.0GB,General Purpose,1,8.0GB,0,0,0,0,
2B-256,Kamatera,2BCPU 0.25GB,General Purpose,2,256.0MB,0,0,0,0,
2B-512,Kamatera,2BCPU 0.5GB,General Purpose,2,512.0MB,0,0,0,0,
2B-1024,Kamatera,2BCPU 1.0GB,General Purpose,2,1.0GB,0,0,0,0,
2B-2048,Kamatera,2BCPU 2.0GB,General Purpose,2,2.0GB,0,0,0,0,
2B-3072,Kamatera,2BCPU 3.0GB,General Purpose,2,3.0GB,0,0,0,0,
2B-4096,Kamatera,2BCPU 4.0GB,General Purpose,2,4.0GB,0,0,0,0,
2B-6144,Kamatera,2BCPU 6.0GB,General Purpose,2,6.0GB,0,0,0,0,
2B-8192,Kamatera,2BCPU 8.0GB,General Purpose,2,8.0GB,0,0,0,0,
2B-10240,Kamatera,2BCPU 10.0GB,General Purpose,2,10.0GB,0,0,0,0,
2B-12288,Kamatera,2BCPU 12.0GB,General Purpose,2,12.0GB,0,0,0,0,
2B-16384,Kamatera,2BCPU 16.0GB,General Purpose,2,16.0GB,0,0,0,0,
4B-4096,Kamatera,4BCPU 4.0GB,General Purpose,4,4.0GB,0,0,0,0,
4B-6144,Kamatera,4BCPU 6.0GB,General Purpose,4,6.0GB,0,0,0,0,
4B-8192,Kamatera,4BCPU 8.0GB,General Purpose,4,8.0GB,0,0,0,0,
4B-10240,Kamatera,4BCPU 10.0GB,General Purpose,4,10.0GB,0,0,0,0,
4B-12288,Kamatera,4BCPU 12.0GB,General Purpose,4,12.0GB,0,0,0,0,
4B-16384,Kamatera,4BCPU 16.0GB,General Purpose,4,16.0GB,0,0,0,0,
4B-24576,Kamatera,4BCPU 24.0GB,General Purpose,4,24.0GB,0,0,0,0,
4B-32768,Kamatera,4BCPU 32.0GB,General Purpose,4,32.0GB,0,0,0,0,
6B-6144,Kamatera,6BCPU 6.0GB,General Purpose,6,6.0GB,0,0,0,0,
6B-8192,Kamatera,6BCPU 8.0GB,General Purpose,6,8.0GB,0,0,0,0,
6B-10240,Kamatera,6BCPU 10.0GB,General Purpose,6,10.0GB,0,0,0,0,
6B-12288,Kamatera,6BCPU 12.0GB,General Purpose,6,12.0GB,0,0,0,0,
6B-16384,Kamatera,6BCPU 16.0GB,General Purpose,6,16.0GB,0,0,0,0,
6B-24576,Kamatera,6BCPU 24.0GB,General Purpose,6,24.0GB,0,0,0,0,
6B-32768,Kamatera,6BCPU 32.0GB,General Purpose,6,32.0GB,0,0,0,0,
6B-49152,Kamatera,6BCPU 48.0GB,General Purpose,6,48.0GB,0,0,0,0,
8B-8192,Kamatera,8BCPU 8.0GB,General Purpose,8,8.0GB,0,0,0,0,
8B-10240,Kamatera,8BCPU 10.0GB,General Purpose,8,10.0GB,0,0,0,0,
8B-12288,Kamatera,8BCPU 12.0GB,General Purpose,8,12.0GB,0,0,0,0,
8B-16384,Kamatera,8BCPU 16.0GB,General Purpose,8,16.0GB,0,0,0,0,
8B-24576,Kamatera,8BCPU 24.0GB,General Purpose,8,24.0GB,0,0,0,0,
8B-32768,Kamatera,8BCPU 32.0GB,General Purpose,8,32.0GB,0,0,0,0,
8B-49152,Kamatera,8BCPU 48.0GB,General Purpose,8,48.0GB,0,0,0,0,
8B-65536,Kamatera,8BCPU 64.0GB,General Purpose,8,64.0GB,0,0,0,0,
1D-256,Kamatera,1DCPU 0.25GB,General Purpose,1,256.0MB,0,0,0,0,
1D-512,Kamatera,1DCPU 0.5GB,General Purpose,1,512.0MB,0,0,0,0,
1D-1024,Kamatera,1DCPU 1.0GB,General Purpose,1,1.0GB,0,0,0,0,
1D-2048,Kamatera,1DCPU 2.0GB,General Purpose,1,2.0GB,0,0,0,0,
1D-3072,Kamatera,1DCPU 3.0GB,General Purpose,1,3.0GB,0,0,0,0,
1D-4096,Kamatera,1DCPU 4.0GB,General Purpose,1,4.0GB,0,0,0,0,
1D-6144,Kamatera,1DCPU 6.0GB,General Purpose,1,6.0GB,0,0,0,0,
1D-8192,Kamatera,1DCPU 8.0GB,General Purpose,1,8.0GB,0,0,0,0,
2D-256,Kamatera,2DCPU 0.25GB,General Purpose,2,256.0MB,0,0,0,0,
2D-512,Kamatera,2DCPU 0.5GB,General Purpose,2,512.0MB,0,0,0,0,
2D-1024,Kamatera,2DCPU 1.0GB,General Purpose,2,1.0GB,0,0,0,0,
2D-2048,Kamatera,2DCPU 2.0GB,General Purpose,2,2.0GB,0,0,0,0,
2D-3072,Kamatera,2DCPU 3.0GB,General Purpose,2,3.0GB,0,0,0,0,
2D-4096,Kamatera,2DCPU 4.0GB,General Purpose,2,4.0GB,0,0,0,0,
2D-6144,Kamatera,2DCPU 6.0GB,General Purpose,2,6.0GB,0,0,0,0,
2D-8192,Kamatera,2DCPU 8.0GB,General Purpose,2,8.0GB,0,0,0,0,
2D-10240,Kamatera,2DCPU 10.0GB,General Purpose,2,10.0GB,0,0,0,0,
2D-12288,Kamatera,2DCPU 12.0GB,General Purpose,2,12.0GB,0,0,0,0,
2D-16384,Kamatera,2DCPU 16.0GB,General Purpose,2,16.0GB,0,0,0,0,
4D-4096,Kamatera,4DCPU 4.0GB,General Purpose,4,4.0GB,0,0,0,0,
4D-6144,Kamatera,4DCPU 6.0GB,General Purpose,4,6.0GB,0,0,0,0,
4D-8192,Kamatera,4DCPU 8.0GB,General Purpose,4,8.0GB,0,0,0,0,
4D-10240,Kamatera,4DCPU 10.0GB,General Purpose,4,10.0GB,0,0,0,0,
4D-12288,Kamatera,4DCPU 12.0GB,General Purpose,4,12.0GB,0,0,0,0,
4D-16384,Kamatera,4DCPU 16.0GB,General Purpose,4,16.0GB,0,0,0,0,
4D-24576,Kamatera,4DCPU 24.0GB,General Purpose,4,24.0GB,0,0,0,0,
4D-32768,Kamatera,4DCPU 32.0GB,General Purpose,4,32.0GB,0,0,0,0,
6D-6144,Kamatera,6DCPU 6.0GB,General Purpose,6,6.0GB,0,0,0,0,
6D-8192,Kamatera,6DCPU 8.0GB,General Purpose,6,8.0GB,0,0,0,0,
6D-10240,Kamatera,6DCPU 10.0GB,General Purpose,6,10.0GB,0,0,0,0,
6D-12288,Kamatera,6DCPU 12.0GB,General Purpose,6,12.0GB,0,0,0,0,
6D-16384,Kamatera,6DCPU 16.0GB,General Purpose,6,16.0GB,0,0,0,0,
6D-24576,Kamatera,6DCPU 24.0GB,General Purpose,6,24.0GB,0,0,0,0,
6D-32768,Kamatera,6DCPU 32.0GB,General Purpose,6,32.0GB,0,0,0,0,
6D-49152,Kamatera,6DCPU 48.0GB,General Purpose,6,48.0GB,0,0,0,0,
8D-8192,Kamatera,8DCPU 8.0GB,General Purpose,8,8.0GB,0,0,0,0,
8D-10240,Kamatera,8DCPU 10.0GB,General Purpose,8,10.0GB,0,0,0,0,
8D-12288,Kamatera,8DCPU 12.0GB,General Purpose,8,12.0GB,0,0,0,0,
8D-16384,Kamatera,8DCPU 16.0GB,General Purpose,8,16.0GB,0,0,0,0,
8D-24576,Kamatera,8DCPU 24.0GB,General Purpose,8,24.0GB,0,0,0,0,
8D-32768,Kamatera,8DCPU 32.0GB,General Purpose,8,32.0GB,0,0,0,0,
8D-49152,Kamatera,8DCPU 48.0GB,General Purpose,8,48.0GB,0,0,0,0,
8D-65536,Kamatera,8DCPU 64.0GB,General Purpose,8,64.0GB,0,0,0,0,
1T-256,Kamatera,1TCPU 0.25GB,Burstable performance,1,256.0MB,0,0,0,0,
1T-512,Kamatera,1TCPU 0.5GB,Burstable performance,1,512.0MB,0,0,0,0,
1T-1024,Kamatera,1TCPU 1.0GB,Burstable performance,1,1.0GB,0,0,0,0,
1T-2048,Kamatera,1TCPU 2.0GB,Burstable performance,1,2.0GB,0,0,0,0,
1T-3072,Kamatera,1TCPU 3.0GB,Burstable performance,1,3.0GB,0,0,0,0,
1T-4096,Kamatera,1TCPU 4.0GB,Burstable performance,1,4.0GB,0,0,0,0,
1T-6144,Kamatera,1TCPU 6.0GB,Burstable performance,1,6.0GB,0,0,0,0,
1T-8192,Kamatera,1TCPU 8.0GB,Burstable performance,1,8.0GB,0,0,0,0,
2T-256,Kamatera,2TCPU 0.25GB,Burstable performance,2,256.0MB,0,0,0,0,
2T-512,Kamatera,2TCPU 0.5GB,Burstable performance,2,512.0MB,0,0,0,0,
2T-1024,Kamatera,2TCPU 1.0GB,Burstable performance,2,1.0GB,0,0,0,0,
2T-2048,Kamatera,2TCPU 2.0GB,Burstable performance,2,2.0GB,0,0,0,0,
2T-3072,Kamatera,2TCPU 3.0GB,Burstable performance,2,3.0GB,0,0,0,0,
2T-4096,Kamatera,2TCPU 4.0GB,Burstable performance,2,4.0GB,0,0,0,0,
2T-6144,Kamatera,2TCPU 6.0GB,Burstable performance,2,6.0GB,0,0,0,0,
2T-8192,Kamatera,2TCPU 8.0GB,Burstable performance,2,8.0GB,0,0,0,0,
2T-10240,Kamatera,2TCPU 10.0GB,Burstable performance,2,10.0GB,0,0,0,0,
2T-12288,Kamatera,2TCPU 12.0GB,Burstable performance,2,12.0GB,0,0,0,0,
2T-16384,Kamatera,2TCPU 16.0GB,Burstable performance,2,16.0GB,0,0,0,0,
4T-4096,Kamatera,4TCPU 4.0GB,Burstable performance,4,4.0GB,0,0,0,0,
4T-6144,Kamatera,4TCPU 6.0GB,Burstable performance,4,6.0GB,0,0,0,0,
4T-8192,Kamatera,4TCPU 8.0GB,Burstable performance,4,8.0GB,0,0,0,0,
4T-10240,Kamatera,4TCPU 10.0GB,Burstable performance,4,10.0GB,0,0,0,0,
4T-12288,Kamatera,4TCPU 12.0GB,Burstable performance,4,12.0GB,0,0,0,0,
4T-16384,Kamatera,4TCPU 16.0GB,Burstable performance,4,16.0GB,0,0,0,0,
4T-24576,Kamatera,4TCPU 24.0GB,Burstable performance,4,24.0GB,0,0,0,0,
4T-32768,Kamatera,4TCPU 32.0GB,Burstable performance,4,32.0GB,0,0,0,0,
6T-6144,Kamatera,6TCPU 6.0GB,Burstable performance,6,6.0GB,0,0,0,0,
6T-8192,Kamatera,6TCPU 8.0GB,Burstable performance,6,8.0GB,0,0,0,0,
6T-10240,Kamatera,6TCPU 10.0GB,Burstable performance,6,10.0GB,0,0,0,0,
6T-12288,Kamatera,6TCPU 12.0GB,Burstable performance,6,12.0GB,0,0,0,0,
6T-16384,Kamatera,6TCPU 16.0GB,Burstable performance,6,16.0GB,0,0,0,0,
6T-24576,Kamatera,6TCPU 24.0GB,Burstable performance,6,24.0GB,0,0,0,0,
6T-32768,Kamatera,6TCPU 32.0GB,Burstable performance,6,32.0GB,0,0,0,0,
6T-49152,Kamatera,6TCPU 48.0GB,Burstable performance,6,48.0GB,0,0,0,0,
8T-8192,Kamatera,8TCPU 8.0GB,Burstable performance,8,8.0GB,0,0,0,0,
8T-10240,Kamatera,8TCPU 10.0GB,Burstable performance,8,10.0GB,0,0,0,0,
8T-12288,Kamatera,8TCPU 12.0GB,Burstable performance,8,12.0GB,0,0,0,0,
8T-16384,Kamatera,8TCPU 16.0GB,Burstable performance,8,16.0GB,0,0,0,0,
8T-24576,Kamatera,8TCPU 24.0GB,Burstable performance,8,24.0GB,0,0,0,0,
8T-32768,Kamatera,8TCPU 32.0GB,Burstable performance,8,32.0GB,0,0,0,0,
8T-49152,Kamatera,8TCPU 48.0GB,Burstable performance,8,48.0GB,0,0,0,0,
8T-65536,Kamatera,8TCPU 64.0GB,Burstable performance,8,64.0GB,0,0,0,0,
boulder-20,Katapult,BOULDER-20,Memory optimized,2,20.0GB,25,0,0,0,
boulder-40,Katapult,BOULDER-40,Memory optimized,4,40.0GB,50,0,0,0,
boulder-80,Katapult,BOULDER-80,Memory optimized,8,80.0GB,100,0,0,0,
rock-1,Katapult,ROCK-1,General Purpose,1,1.0GB,10,0,0,0,
rock-3,Katapult,ROCK-3,General Purpose,1,3.0GB,25,0,0,0,
rock-6,Katapult,ROCK-6,General Purpose,2,6.0GB,50,0,0,0,
rock-12,Katapult,ROCK-12,General Purpose,4,12.0GB,100,0,0,0,
rock-18,Katapult,ROCK-18,General Purpose,6,18.0GB,150,0,0,0,
rock-24,Katapult,ROCK-24,General Purpose,8,24.0GB,200,0,0,0,
g6-dedicated-2,Linode,Dedicated 4GB,General Purpose,2,4.0GB,80,0,0,0,
g6-dedicated-4,Linode,Dedicated 8GB,General Purpose,4,8.0GB,160,0,0,0,
g6-dedicated-8,Linode,Dedicated 16GB,General Purpose,8,16.0GB,320,0,0,0,
g6-highmem-1,Linode,Linode 24GB,Memory optimized,1,24.0GB,20,0,0,0,
,Linode,Linode 24GB,Memory optimized,2,24.0GB,20,0,0,0,
g6-highmem-2,Linode,Linode 48GB,Memory optimized,2,48.0GB,40,0,0,0,
,Linode,Linode 48GB,Memory optimized,2,48.0GB,40,0,0,0,
g6-highmem-4,Linode,Linode 90GB,Memory optimized,4,90.0GB,90,0,0,0,
,Linode,Linode 90GB,Memory optimized,4,90.0GB,90,0,0,0,
g6-highmem-8,Linode,Linode 150GB,Memory optimized,8,150.0GB,200,0,0,0,
,Linode,Linode 150GB,Memory optimized,8,150.0GB,200,0,0,0,
g6-nanode-1,Linode,Nanode 1GB,Tiny,1,1.0GB,25,0,0,0,
g6-standard-1,Linode,Linode 2GB,General Purpose,1,2.0GB,50,0,0,0,
g6-standard-2,Linode,Linode 4GB,General Purpose,2,4.0GB,80,0,0,0,
g6-standard-4,Linode,Linode 8GB,General Purpose,4,8.0GB,160,0,0,0,
g6-standard-6,Linode,Linode 16GB,General Purpose,6,16.0GB,320,0,0,0,
g6-standard-8,Linode,Linode 32GB,General Purpose,8,32.0GB,640,0,0,0,
standard_a2m_v2,Microsoft Azure,Standard_A2m_v2,General Purpose,2,16.0GB,0,1,20,0,
standard_a4m_v2,Microsoft Azure,Standard_A4m_v2,General Purpose,4,32.0GB,0,1,40,0,
standard_a8m_v2,Microsoft Azure,Standard_A8m_v2,General Purpose,8,64.0GB,0,1,80,0,
standard_a1_v2,Microsoft Azure,Standard_A1_v2,General Purpose,1,2.0GB,0,1,10,0,
standard_a2_v2,Microsoft Azure,Standard_A2_v2,General Purpose,2,4.0GB,0,1,20,0,
standard_a4_v2,Microsoft Azure,Standard_A4_v2,General Purpose,4,8.0GB,0,1,40,0,
standard_a8_v2,Microsoft Azure,Standard_A8_v2,General Purpose,8,16.0GB,0,1,80,0,
basic_a0,Microsoft Azure,Basic_A0,General Purpose,1,768.0MB,0,1,20,0,
basic_a1,Microsoft Azure,Basic_A1,General Purpose,1,1.8GB,0,1,40,0,
basic_a2,Microsoft Azure,Basic_A2,General Purpose,2,3.5GB,0,1,60,0,
basic-a3,Microsoft Azure,Basic_A3,General Purpose,4,7.0GB,0,1,120,0,
basic-a4,Microsoft Azure,Basic_A4,General Purpose,8,14.0GB,0,1,240,0,
standard_b1ls,Microsoft Azure,Standard_B1ls,Tiny,1,512.0MB,0,1,4,0,
standard_b1ms,Microsoft Azure,Standard_B1ms,Burstable performance,1,2.0GB,0,1,4,0,
standard_b2ms,Microsoft Azure,Standard_B2ms,Burstable performance,2,8.0GB,0,1,16,0,
standard_b4ms,Microsoft Azure,Standard_B4ms,Burstable performance,4,16.0GB,0,1,64,0,
standard_b8ms,Microsoft Azure,Standard_B8ms,Burstable performance,8,32.0GB,0,1,64,0,
standard_b1s,Microsoft Azure,Standard_B1s,Burstable performance,1,1.0GB,0,1,4,0,
standard_b2s,Microsoft Azure,Standard_B2s,Burstable performance,2,4.0GB,0,1,8,0,
standard_dc8_v2,Microsoft Azure,Standard_DC8_v2,General Purpose,8,32.0GB,0,1,400,0,
standard_dc2ads_v5,Microsoft Azure,Standard_DC2ads_v5,General Purpose,2,8.0GB,0,1,75,0,
standard_dc4ads_v5,Microsoft Azure,Standard_DC4ads_v5,General Purpose,4,16.0GB,0,1,150,0,
standard_dc8ads_v5,Microsoft Azure,Standard_DC8ads_v5,General Purpose,8,32.0GB,0,1,300,0,
standard_dc2as_v5,Microsoft Azure,Standard_DC2as_v5,General Purpose,2,8.0GB,0,0,0,0,
standard_dc4as_v5,Microsoft Azure,Standard_DC4as_v5,General Purpose,4,16.0GB,0,0,0,0,
standard_dc8as_v5,Microsoft Azure,Standard_DC8as_v5,General Purpose,8,32.0GB,0,0,0,0,
standard_dc1ds_v3,Microsoft Azure,Standard_DC1ds_v3,General Purpose,1,8.0GB,0,1,75,0,
standard_dc2ds_v3,Microsoft Azure,Standard_DC2ds_v3,General Purpose,2,16.0GB,0,1,150,0,
standard_dc4ds_v3,Microsoft Azure,Standard_DC4ds_v3,General Purpose,4,32.0GB,0,1,300,0,
standard_dc8ds_v3,Microsoft Azure,Standard_DC8ds_v3,General Purpose,8,64.0GB,0,1,600,0,
standard_dc1s_v2,Microsoft Azure,Standard_DC1s_v2,General Purpose,1,4.0GB,0,1,50,0,
standard_dc2s_v2,Microsoft Azure,Standard_DC2s_v2,General Purpose,2,8.0GB,0,1,100,0,
standard_dc4s_v2,Microsoft Azure,Standard_DC4s_v2,General Purpose,4,16.0GB,0,1,200,0,
standard_dc1s_v3,Microsoft Azure,Standard_DC1s_v3,General Purpose,1,8.0GB,0,0,0,0,
standard_dc2s_v3,Microsoft Azure,Standard_DC2s_v3,General Purpose,2,16.0GB,0,0,0,0,
standard_dc4s_v3,Microsoft Azure,Standard_DC4s_v3,General Purpose,4,32.0GB,0,0,0,0,
standard_dc8s_v3,Microsoft Azure,Standard_DC8s_v3,General Purpose,8,64.0GB,0,0,0,0,
standard_ds1_v2,Microsoft Azure,Standard_DS1_v2,General Purpose,1,3.5GB,0,1,7,0,
standard_ds2_v2,Microsoft Azure,Standard_DS2_v2,General Purpose,2,7.0GB,0,1,14,0,
standard_ds11_v2,Microsoft Azure,Standard_DS11_v2,General Purpose,2,14.0GB,0,1,28,0,
standard_ds11-1_v2,Microsoft Azure,Standard_DS11-1_v2,General Purpose,2,14.0GB,0,1,28,0,
standard_ds3_v2,Microsoft Azure,Standard_DS3_v2,General Purpose,4,14.0GB,0,1,28,0,
standard_ds12_v2,Microsoft Azure,Standard_DS12_v2,General Purpose,4,28.0GB,0,1,56,0,
standard_ds12-1_v2,Microsoft Azure,Standard_DS12-1_v2,General Purpose,4,28.0GB,0,1,56,0,
standard_ds12-2_v2,Microsoft Azure,Standard_DS12-2_v2,General Purpose,4,28.0GB,0,1,56,0,
standard_ds4_v2,Microsoft Azure,Standard_DS4_v2,General Purpose,8,28.0GB,0,1,56,0,
standard_ds13_v2,Microsoft Azure,Standard_DS13_v2,General Purpose,8,56.0GB,0,1,112,0,
standard_ds13-2_v2,Microsoft Azure,Standard_DS13-2_v2,General Purpose,8,56.0GB,0,1,112,0,
standard_ds13-4_v2,Microsoft Azure,Standard_DS13-4_v2,General Purpose,8,56.0GB,0,1,112,0,
standard_d2a_v4,Microsoft Azure,Standard_D2a_v4,General Purpose,2,8.0GB,0,1,50,0,
standard_d4a_v4,Microsoft Azure,Standard_D4a_v4,General Purpose,4,16.0GB,0,1,100,0,
standard_d8a_v4,Microsoft Azure,Standard_D8a_v4,General Purpose,8,32.0GB,0,1,200,0,
standard_d2ads_v5,Microsoft Azure,Standard_D2ads_v5,General Purpose,2,8.0GB,0,1,75,0,
standard_d4ads_v5,Microsoft Azure,Standard_D4ads_v5,General Purpose,4,16.0GB,0,1,150,0,
standard_d8ads_v5,Microsoft Azure,Standard_D8ads_v5,General Purpose,8,32.0GB,0,1,300,0,
standard_d2as_v4,Microsoft Azure,Standard_D2as_v4,General Purpose,2,8.0GB,0,1,16,0,
standard_d4as_v4,Microsoft Azure,Standard_D4as_v4,General Purpose,4,16.0GB,0,1,32,0,
standard_d8as_v4,Microsoft Azure,Standard_D8as_v4,General Purpose,8,32.0GB,0,1,64,0,
standard_d2as_v5,Microsoft Azure,Standard_D2as_v5,General Purpose,2,8.0GB,0,0,0,0,
standard_d4as_v5,Microsoft Azure,Standard_D4as_v5,General Purpose,4,16.0GB,0,0,0,0,
standard_d8as_v5,Microsoft Azure,Standard_D8as_v5,General Purpose,8,32.0GB,0,0,0,0,
standard_d2d_v4,Microsoft Azure,Standard_D2d_v4,General Purpose,2,8.0GB,0,1,75,0,
standard_d4d_v4,Microsoft Azure,Standard_D4d_v4,General Purpose,4,16.0GB,0,1,150,0,
standard_d8d_v4,Microsoft Azure,Standard_D8d_v4,General Purpose,8,32.0GB,0,1,300,0,
standard_d2d_v5,Microsoft Azure,Standard_D2d_v5,General Purpose,2,8.0GB,0,1,75,0,
standard_d4d_v5,Microsoft Azure,Standard_D4d_v5,General Purpose,4,16.0GB,0,1,150,0,
standard_d8d_v5,Microsoft Azure,Standard_D8d_v5,General Purpose,8,32.0GB,0,1,300,0,
standard_d2ds_v4,Microsoft Azure,Standard_D2ds_v4,General Purpose,2,8.0GB,0,1,75,0,
standard_d4ds_v4,Microsoft Azure,Standard_D4ds_v4,General Purpose,4,16.0GB,0,1,150,0,
